Variable_1,Variable_2,Value
71: PHM,34: HAB,0.8808794
72: HEB,34: HAB,0.682179
73: JAS,34: HAB,0.90843034
74: 1PE,34: HAB,0.84862286
75: 2PE,34: HAB,0.9169375
76: 1JN,34: HAB,0.81303096
77: 2JN,34: HAB,0.8680434
78: 3JN,34: HAB,0.90133715
79: JUD,34: HAB,0.8917231
80: REV,34: HAB,0.57918894
0: GEN,35: ZEP,0.64724445
1: EXO,35: ZEP,0.7109164
2: LEV,35: ZEP,0.6345962
3: NUM,35: ZEP,0.67070764
4: DEU,35: ZEP,0.7321346
5: JOS,35: ZEP,0.67649823
6: JDG,35: ZEP,0.6847164
7: RUT,35: ZEP,0.8789032
8: 1SA,35: ZEP,0.6969214
9: 2SA,35: ZEP,0.66334677
10: 1KI,35: ZEP,0.6758824
11: 2KI,35: ZEP,0.7263879
12: 1CH,35: ZEP,0.6408998
13: 2CH,35: ZEP,0.76356596
14: EZR,35: ZEP,0.7093511
15: NEH,35: ZEP,0.630478
16: EST,35: ZEP,0.6126907
17: JOB,35: ZEP,0.63765156
18: PSA,35: ZEP,0.77848935
19: PRO,35: ZEP,0.65025747
20: ECC,35: ZEP,0.66418105
21: SNG,35: ZEP,0.81905735
22: ISA,35: ZEP,0.799056
23: JER,35: ZEP,0.809857
24: LAM,35: ZEP,0.9103866
25: EZK,35: ZEP,0.6555111
26: DAN,35: ZEP,0.6041147
27: HOS,35: ZEP,0.8999399
28: JOL,35: ZEP,0.9742667
29: AMO,35: ZEP,0.94091386
30: OBA,35: ZEP,0.95656765
31: JON,35: ZEP,0.91259396
32: MIC,35: ZEP,0.97856355
33: NAM,35: ZEP,0.96506244
34: HAB,35: ZEP,0.9503044
35: ZEP,35: ZEP,0.9999999
36: HAG,35: ZEP,0.92865574
37: ZEC,35: ZEP,0.92439896
38: MAL,35: ZEP,0.9458904
54: MAT,35: ZEP,0.55190563
55: MRK,35: ZEP,0.56348765
56: LUK,35: ZEP,0.6085463
57: JHN,35: ZEP,0.5372966
58: ACT,35: ZEP,0.57489526
59: ROM,35: ZEP,0.6476246
60: 1CO,35: ZEP,0.58380514
61: 2CO,35: ZEP,0.68657696
62: GAL,35: ZEP,0.71552926
63: EPH,35: ZEP,0.70058495
64: PHP,35: ZEP,0.75419116
65: COL,35: ZEP,0.7668646
66: 1TH,35: ZEP,0.8464925
67: 2TH,35: ZEP,0.8722163
68: 1TI,35: ZEP,0.74836713
69: 2TI,35: ZEP,0.82496583
70: TIT,35: ZEP,0.87359047
71: PHM,35: ZEP,0.87335473
72: HEB,35: ZEP,0.6872476
73: JAS,35: ZEP,0.8554469
74: 1PE,35: ZEP,0.8030633
75: 2PE,35: ZEP,0.89467853
76: 1JN,35: ZEP,0.7362596
77: 2JN,35: ZEP,0.8814274
78: 3JN,35: ZEP,0.9004363
79: JUD,35: ZEP,0.8970069
80: REV,35: ZEP,0.5729098
0: GEN,36: HAG,0.6304655
1: EXO,36: HAG,0.7566723
2: LEV,36: HAG,0.7578554
3: NUM,36: HAG,0.7829667
4: DEU,36: HAG,0.7493468
5: JOS,36: HAG,0.69187087
6: JDG,36: HAG,0.69280565
7: RUT,36: HAG,0.90403986
8: 1SA,36: HAG,0.74400866
9: 2SA,36: HAG,0.69343925
10: 1KI,36: HAG,0.7558944
11: 2KI,36: HAG,0.777205
12: 1CH,36: HAG,0.6458189
13: 2CH,36: HAG,0.8055979
14: EZR,36: HAG,0.81649363
15: NEH,36: HAG,0.6965755
16: EST,36: HAG,0.73107207
17: JOB,36: HAG,0.6116926
18: PSA,36: HAG,0.6071178
19: PRO,36: HAG,0.6215256
20: ECC,36: HAG,0.72378224
21: SNG,36: HAG,0.8019339
22: ISA,36: HAG,0.6959533
23: JER,36: HAG,0.77129954
24: LAM,36: HAG,0.8153346
25: EZK,36: HAG,0.7303436
26: DAN,36: HAG,0.65355814
27: HOS,36: HAG,0.81103474
28: JOL,36: HAG,0.90245426
29: AMO,36: HAG,0.92387927
30: OBA,36: HAG,0.96029824
31: JON,36: HAG,0.9277794
32: MIC,36: HAG,0.8885642
33: NAM,36: HAG,0.9099488
34: HAB,36: HAG,0.87264836
35: ZEP,36: HAG,0.92865574
36: HAG,36: HAG,1.0000005
37: ZEC,36: HAG,0.9077333
38: MAL,36: HAG,0.96722853
54: MAT,36: HAG,0.6989304
55: MRK,36: HAG,0.72548336
56: LUK,36: HAG,0.7505154
57: JHN,36: HAG,0.68463737
58: ACT,36: HAG,0.6916511
59: ROM,36: HAG,0.6979848
60: 1CO,36: HAG,0.6831509
61: 2CO,36: HAG,0.7397793
62: GAL,36: HAG,0.8097703
63: EPH,36: HAG,0.76062596
64: PHP,36: HAG,0.8164782
65: COL,36: HAG,0.8296523
66: 1TH,36: HAG,0.89868534
67: 2TH,36: HAG,0.92474705
68: 1TI,36: HAG,0.82021785
69: 2TI,36: HAG,0.88226926
70: TIT,36: HAG,0.933461
71: PHM,36: HAG,0.9307786
72: HEB,36: HAG,0.7824801
73: JAS,36: HAG,0.8899093
74: 1PE,36: HAG,0.8539496
75: 2PE,36: HAG,0.9355287
76: 1JN,36: HAG,0.8161308
77: 2JN,36: HAG,0.96209043
78: 3JN,36: HAG,0.95893466
79: JUD,36: HAG,0.9552756
80: REV,36: HAG,0.64875257
0: GEN,37: ZEC,0.6194334
1: EXO,37: ZEC,0.6846723
2: LEV,37: ZEC,0.66939133
3: NUM,37: ZEC,0.6463409
4: DEU,37: ZEC,0.7293438
5: JOS,37: ZEC,0.68750644
6: JDG,37: ZEC,0.67788315
7: RUT,37: ZEC,0.80569017
8: 1SA,37: ZEC,0.6820963
9: 2SA,37: ZEC,0.63677055
10: 1KI,37: ZEC,0.72351706
11: 2KI,37: ZEC,0.7145955
12: 1CH,37: ZEC,0.55732834
13: 2CH,37: ZEC,0.776794
14: EZR,37: ZEC,0.69687843
15: NEH,37: ZEC,0.5656228
16: EST,37: ZEC,0.67844886
17: JOB,37: ZEC,0.63830274
18: PSA,37: ZEC,0.60829335
19: PRO,37: ZEC,0.5733131
20: ECC,37: ZEC,0.6229221
21: SNG,37: ZEC,0.75344175
22: ISA,37: ZEC,0.739034
23: JER,37: ZEC,0.7731289
24: LAM,37: ZEC,0.8170886
25: EZK,37: ZEC,0.6720596
26: DAN,37: ZEC,0.63104
27: HOS,37: ZEC,0.815042
28: JOL,37: ZEC,0.87281704
29: AMO,37: ZEC,0.90221
30: OBA,37: ZEC,0.8826143
31: JON,37: ZEC,0.8386546
32: MIC,37: ZEC,0.8862048
33: NAM,37: ZEC,0.8826827
34: HAB,37: ZEC,0.8599628
35: ZEP,37: ZEC,0.92439896
36: HAG,37: ZEC,0.9077333
37: ZEC,37: ZEC,1
38: MAL,37: ZEC,0.88688827
54: MAT,37: ZEC,0.48244137
55: MRK,37: ZEC,0.5275849
56: LUK,37: ZEC,0.54742503
57: JHN,37: ZEC,0.51999897
58: ACT,37: ZEC,0.5007983
59: ROM,37: ZEC,0.5391315
60: 1CO,37: ZEC,0.48771042
61: 2CO,37: ZEC,0.5783868
62: GAL,37: ZEC,0.62750494
63: EPH,37: ZEC,0.5973978
64: PHP,37: ZEC,0.6507844
65: COL,37: ZEC,0.672924
66: 1TH,37: ZEC,0.7420583
67: 2TH,37: ZEC,0.7864863
68: 1TI,37: ZEC,0.64701635
69: 2TI,37: ZEC,0.7328197
70: TIT,37: ZEC,0.7925776
71: PHM,37: ZEC,0.7999482
72: HEB,37: ZEC,0.599586
73: JAS,37: ZEC,0.7512835
74: 1PE,37: ZEC,0.707591
75: 2PE,37: ZEC,0.8216317
76: 1JN,37: ZEC,0.67511934
77: 2JN,37: ZEC,0.83100766
78: 3JN,37: ZEC,0.83318925
79: JUD,37: ZEC,0.82923
80: REV,37: ZEC,0.6562177
0: GEN,38: MAL,0.67926705
1: EXO,38: MAL,0.6861319
2: LEV,38: MAL,0.7033357
3: NUM,38: MAL,0.72810507
4: DEU,38: MAL,0.7964123
5: JOS,38: MAL,0.62925416
6: JDG,38: MAL,0.63842016
7: RUT,38: MAL,0.8830596
8: 1SA,38: MAL,0.70275295
9: 2SA,38: MAL,0.64647657
10: 1KI,38: MAL,0.7599635
11: 2KI,38: MAL,0.7099429
12: 1CH,38: MAL,0.6041147
13: 2CH,38: MAL,0.81133884
14: EZR,38: MAL,0.7880843
15: NEH,38: MAL,0.6962027
16: EST,38: MAL,0.65593725
17: JOB,38: MAL,0.6507003
18: PSA,38: MAL,0.70192266
19: PRO,38: MAL,0.67716676
20: ECC,38: MAL,0.7811168
21: SNG,38: MAL,0.8168681
22: ISA,38: MAL,0.70154613
23: JER,38: MAL,0.8149306
24: LAM,38: MAL,0.8608214
25: EZK,38: MAL,0.7682694
26: DAN,38: MAL,0.62623924
27: HOS,38: MAL,0.83914566
28: JOL,38: MAL,0.9213121
29: AMO,38: MAL,0.9347112
30: OBA,38: MAL,0.9629972
31: JON,38: MAL,0.9198059
32: MIC,38: MAL,0.91800475
33: NAM,38: MAL,0.9396873
34: HAB,38: MAL,0.9307019
35: ZEP,38: MAL,0.9458904
36: HAG,38: MAL,0.96722853
37: ZEC,38: MAL,0.88688827
38: MAL,38: MAL,1
54: MAT,38: MAL,0.65929955
55: MRK,38: MAL,0.6508539
56: LUK,38: MAL,0.7190407
57: JHN,38: MAL,0.6500047
58: ACT,38: MAL,0.6406575
59: ROM,38: MAL,0.7450922
60: 1CO,38: MAL,0.6634601
61: 2CO,38: MAL,0.7793836
62: GAL,38: MAL,0.82816577
63: EPH,38: MAL,0.79599905
64: PHP,38: MAL,0.8384124
65: COL,38: MAL,0.85837954
66: 1TH,38: MAL,0.90182173
67: 2TH,38: MAL,0.935618
68: 1TI,38: MAL,0.83283955
69: 2TI,38: MAL,0.88191694
70: TIT,38: MAL,0.9282801
71: PHM,38: MAL,0.929714
72: HEB,38: MAL,0.77543753
73: JAS,38: MAL,0.9169518
74: 1PE,38: MAL,0.88071334
75: 2PE,38: MAL,0.9404781
76: 1JN,38: MAL,0.822705
77: 2JN,38: MAL,0.9379237
78: 3JN,38: MAL,0.9566997
79: JUD,38: MAL,0.95037323
80: REV,38: MAL,0.5558066
0: GEN,54: MAT,0.5565959
1: EXO,54: MAT,0.5240378
2: LEV,54: MAT,0.5108835
3: NUM,54: MAT,0.4817589
4: DEU,54: MAT,0.5145084
5: JOS,54: MAT,0.5177455
6: JDG,54: MAT,0.52451307
7: RUT,54: MAT,0.75410336
8: 1SA,54: MAT,0.44478992
9: 2SA,54: MAT,0.5817881
10: 1KI,54: MAT,0.5567503
11: 2KI,54: MAT,0.51059103
12: 1CH,54: MAT,0.5079041
13: 2CH,54: MAT,0.5222751
14: EZR,54: MAT,0.50257957
15: NEH,54: MAT,0.44150585
16: EST,54: MAT,0.5457097
17: JOB,54: MAT,0.5058212
18: PSA,54: MAT,0.4349003
19: PRO,54: MAT,0.5037426
20: ECC,54: MAT,0.6273921
21: SNG,54: MAT,0.67787206
22: ISA,54: MAT,0.3275957
23: JER,54: MAT,0.53146195
24: LAM,54: MAT,0.51760674
25: EZK,54: MAT,0.5273812
26: DAN,54: MAT,0.4744917
27: HOS,54: MAT,0.42356485
28: JOL,54: MAT,0.5259383
29: AMO,54: MAT,0.540176
30: OBA,54: MAT,0.7308543
31: JON,54: MAT,0.7481048
32: MIC,54: MAT,0.5294194
33: NAM,54: MAT,0.63626015
34: HAB,54: MAT,0.60816157
35: ZEP,54: MAT,0.55190563
36: HAG,54: MAT,0.6989304
37: ZEC,54: MAT,0.48244137
38: MAL,54: MAT,0.65929955
54: MAT,54: MAT,0.99999994
55: MRK,54: MAT,0.83390105
56: LUK,54: MAT,0.8905104
57: JHN,54: MAT,0.7874173
58: ACT,54: MAT,0.6460767
59: ROM,54: MAT,0.6022429
60: 1CO,54: MAT,0.67814565
61: 2CO,54: MAT,0.6264768
62: GAL,54: MAT,0.793008
63: EPH,54: MAT,0.6876674
64: PHP,54: MAT,0.77350986
65: COL,54: MAT,0.7280578
66: 1TH,54: MAT,0.7862342
67: 2TH,54: MAT,0.7791852
68: 1TI,54: MAT,0.7681259
69: 2TI,54: MAT,0.78076106
70: TIT,54: MAT,0.7493325
71: PHM,54: MAT,0.8003748
72: HEB,54: MAT,0.6505117
73: JAS,54: MAT,0.78208417
74: 1PE,54: MAT,0.72528493
75: 2PE,54: MAT,0.75983846
76: 1JN,54: MAT,0.8148122
77: 2JN,54: MAT,0.8106047
78: 3JN,54: MAT,0.7838233
79: JUD,54: MAT,0.76650757
80: REV,54: MAT,0.5401631
0: GEN,55: MRK,0.51682985
1: EXO,55: MRK,0.55491716
2: LEV,55: MRK,0.549875
3: NUM,55: MRK,0.5012165
4: DEU,55: MRK,0.4894699
5: JOS,55: MRK,0.57473636
6: JDG,55: MRK,0.56797856
7: RUT,55: MRK,0.7251493
8: 1SA,55: MRK,0.4972047
9: 2SA,55: MRK,0.53398645
10: 1KI,55: MRK,0.5139086
11: 2KI,55: MRK,0.62383515
12: 1CH,55: MRK,0.47483796
13: 2CH,55: MRK,0.50888866
14: EZR,55: MRK,0.5180251
15: NEH,55: MRK,0.45812082
16: EST,55: MRK,0.56807065
17: JOB,55: MRK,0.5493774
18: PSA,55: MRK,0.3514167
19: PRO,55: MRK,0.45943183
20: ECC,55: MRK,0.57414263
21: SNG,55: MRK,0.67964303
22: ISA,55: MRK,0.37983838
23: JER,55: MRK,0.42840996
24: LAM,55: MRK,0.5169795
25: EZK,55: MRK,0.47772208
26: DAN,55: MRK,0.5144078
27: HOS,55: MRK,0.46359515
28: JOL,55: MRK,0.52140385
29: AMO,55: MRK,0.5433651
30: OBA,55: MRK,0.72613007
31: JON,55: MRK,0.7617677
32: MIC,55: MRK,0.5281856
33: NAM,55: MRK,0.6296582
34: HAB,55: MRK,0.5762937
35: ZEP,55: MRK,0.56348765
36: HAG,55: MRK,0.72548336
37: ZEC,55: MRK,0.5275849
38: MAL,55: MRK,0.6508539
54: MAT,55: MRK,0.83390105
55: MRK,55: MRK,1.0000001
56: LUK,55: MRK,0.84572977
57: JHN,55: MRK,0.798987
58: ACT,55: MRK,0.674604
59: ROM,55: MRK,0.56794024
60: 1CO,55: MRK,0.6944388
61: 2CO,55: MRK,0.65007377
62: GAL,55: MRK,0.7670334
63: EPH,55: MRK,0.65740967
64: PHP,55: MRK,0.7625791
65: COL,55: MRK,0.7072548
66: 1TH,55: MRK,0.76935804
67: 2TH,55: MRK,0.7790174
68: 1TI,55: MRK,0.7242563
69: 2TI,55: MRK,0.76215845
70: TIT,55: MRK,0.7466506
71: PHM,55: MRK,0.7951363
72: HEB,55: MRK,0.70898575
73: JAS,55: MRK,0.7559496
74: 1PE,55: MRK,0.7211627
75: 2PE,55: MRK,0.75621575
76: 1JN,55: MRK,0.81869984
77: 2JN,55: MRK,0.82109416
78: 3JN,55: MRK,0.78238565
79: JUD,55: MRK,0.7623076
80: REV,55: MRK,0.56524163
0: GEN,56: LUK,0.64635193
1: EXO,56: LUK,0.49391195
2: LEV,56: LUK,0.5505019
3: NUM,56: LUK,0.5470201
4: DEU,56: LUK,0.5367372
5: JOS,56: LUK,0.56646526
6: JDG,56: LUK,0.5581418
7: RUT,56: LUK,0.79649246
8: 1SA,56: LUK,0.5383378
9: 2SA,56: LUK,0.5770798
10: 1KI,56: LUK,0.5766233
11: 2KI,56: LUK,0.5930176
12: 1CH,56: LUK,0.559897
13: 2CH,56: LUK,0.5865369
14: EZR,56: LUK,0.574673
15: NEH,56: LUK,0.49008325
16: EST,56: LUK,0.64160836
17: JOB,56: LUK,0.52303845
18: PSA,56: LUK,0.4936617
19: PRO,56: LUK,0.50764406
20: ECC,56: LUK,0.6921856
21: SNG,56: LUK,0.71282685
22: ISA,56: LUK,0.34591675
23: JER,56: LUK,0.4588901
24: LAM,56: LUK,0.56754327
25: EZK,56: LUK,0.5329175
26: DAN,56: LUK,0.58153474
27: HOS,56: LUK,0.456997
28: JOL,56: LUK,0.5686219
29: AMO,56: LUK,0.5632788
30: OBA,56: LUK,0.7852365
31: JON,56: LUK,0.8161917
32: MIC,56: LUK,0.57895684
33: NAM,56: LUK,0.68130594
34: HAB,56: LUK,0.65419227
35: ZEP,56: LUK,0.6085463
36: HAG,56: LUK,0.7505154
37: ZEC,56: LUK,0.54742503
38: MAL,56: LUK,0.7190407
54: MAT,56: LUK,0.8905104
55: MRK,56: LUK,0.84572977
56: LUK,56: LUK,1
57: JHN,56: LUK,0.8017704
58: ACT,56: LUK,0.7687575
59: ROM,56: LUK,0.69203305
60: 1CO,56: LUK,0.7285905
61: 2CO,56: LUK,0.73803234
62: GAL,56: LUK,0.87855864
63: EPH,56: LUK,0.79360795
64: PHP,56: LUK,0.8620059
65: COL,56: LUK,0.83021766
66: 1TH,56: LUK,0.8639521
67: 2TH,56: LUK,0.8628023
68: 1TI,56: LUK,0.8365548
69: 2TI,56: LUK,0.8629949
70: TIT,56: LUK,0.8300997
71: PHM,56: LUK,0.86976516
72: HEB,56: LUK,0.7535701
73: JAS,56: LUK,0.8021001
74: 1PE,56: LUK,0.8240045
75: 2PE,56: LUK,0.8300198
76: 1JN,56: LUK,0.8529862
77: 2JN,56: LUK,0.87390447
78: 3JN,56: LUK,0.8554438
79: JUD,56: LUK,0.8445997
80: REV,56: LUK,0.5928
0: GEN,57: JHN,0.5674152
1: EXO,57: JHN,0.49610552
2: LEV,57: JHN,0.49660105
3: NUM,57: JHN,0.46605098
4: DEU,57: JHN,0.49894378
5: JOS,57: JHN,0.47647953
6: JDG,57: JHN,0.5269837
7: RUT,57: JHN,0.7237869
8: 1SA,57: JHN,0.4780427
9: 2SA,57: JHN,0.4896428
10: 1KI,57: JHN,0.48300385
11: 2KI,57: JHN,0.544328
12: 1CH,57: JHN,0.3571019
13: 2CH,57: JHN,0.44200101
14: EZR,57: JHN,0.5356121
15: NEH,57: JHN,0.56712776
16: EST,57: JHN,0.62053776
17: JOB,57: JHN,0.5795892
18: PSA,57: JHN,0.42415282
19: PRO,57: JHN,0.473551
20: ECC,57: JHN,0.6725812
21: SNG,57: JHN,0.7056785
22: ISA,57: JHN,0.32870042
23: JER,57: JHN,0.45436776
24: LAM,57: JHN,0.5536551
25: EZK,57: JHN,0.4839557
26: DAN,57: JHN,0.5260238
27: HOS,57: JHN,0.4593517
28: JOL,57: JHN,0.51838636
29: AMO,57: JHN,0.5240889
30: OBA,57: JHN,0.698467
31: JON,57: JHN,0.75966454
32: MIC,57: JHN,0.53071064
33: NAM,57: JHN,0.63744324
34: HAB,57: JHN,0.5903456
35: ZEP,57: JHN,0.5372966
36: HAG,57: JHN,0.68463737
37: ZEC,57: JHN,0.51999897
38: MAL,57: JHN,0.6500047
54: MAT,57: JHN,0.7874173
55: MRK,57: JHN,0.798987
56: LUK,57: JHN,0.8017704
57: JHN,57: JHN,1.0000002
58: ACT,57: JHN,0.5574923
59: ROM,57: JHN,0.56246144
60: 1CO,57: JHN,0.5909528
61: 2CO,57: JHN,0.6606643
62: GAL,57: JHN,0.77628666
63: EPH,57: JHN,0.6273364
64: PHP,57: JHN,0.7555429
65: COL,57: JHN,0.6689413
66: 1TH,57: JHN,0.7280618
67: 2TH,57: JHN,0.7503286
68: 1TI,57: JHN,0.7041304
69: 2TI,57: JHN,0.76176924
70: TIT,57: JHN,0.7222719
71: PHM,57: JHN,0.7724187
72: HEB,57: JHN,0.7191428
73: JAS,57: JHN,0.728663
74: 1PE,57: JHN,0.70763165
75: 2PE,57: JHN,0.7516858
76: 1JN,57: JHN,0.90993094
77: 2JN,57: JHN,0.7935442
78: 3JN,57: JHN,0.7701064
79: JUD,57: JHN,0.7285929
80: REV,57: JHN,0.5513865
0: GEN,58: ACT,0.43033403
1: EXO,58: ACT,0.5081843
2: LEV,58: ACT,0.48390383
3: NUM,58: ACT,0.5306981
4: DEU,58: ACT,0.53270906
5: JOS,58: ACT,0.4435805
6: JDG,58: ACT,0.48432517
7: RUT,58: ACT,0.6376398
8: 1SA,58: ACT,0.5868954
9: 2SA,58: ACT,0.5287215
10: 1KI,58: ACT,0.44978875
11: 2KI,58: ACT,0.55295223
12: 1CH,58: ACT,0.5195476
13: 2CH,58: ACT,0.47346428
14: EZR,58: ACT,0.6240681
15: NEH,58: ACT,0.5938513
16: EST,58: ACT,0.6234412
17: JOB,58: ACT,0.44929063
18: PSA,58: ACT,0.4510603
19: PRO,58: ACT,0.31923905
20: ECC,58: ACT,0.529567
21: SNG,58: ACT,0.5096257
22: ISA,58: ACT,0.38659963
23: JER,58: ACT,0.38202843
24: LAM,58: ACT,0.5339558
25: EZK,58: ACT,0.41154495
26: DAN,58: ACT,0.58667636
27: HOS,58: ACT,0.3634304
28: JOL,58: ACT,0.57949406
29: AMO,58: ACT,0.5332087
30: OBA,58: ACT,0.6903146
31: JON,58: ACT,0.7325182
32: MIC,58: ACT,0.5318445
33: NAM,58: ACT,0.59454757
34: HAB,58: ACT,0.5635703
35: ZEP,58: ACT,0.57489526
36: HAG,58: ACT,0.6916511
37: ZEC,58: ACT,0.5007983
38: MAL,58: ACT,0.6406575
54: MAT,58: ACT,0.6460767
55: MRK,58: ACT,0.674604
56: LUK,58: ACT,0.7687575
57: JHN,58: ACT,0.5574923
58: ACT,58: ACT,1
59: ROM,58: ACT,0.55828524
60: 1CO,58: ACT,0.5267107
61: 2CO,58: ACT,0.6051252
62: GAL,58: ACT,0.69166356
63: EPH,58: ACT,0.69401985
64: PHP,58: ACT,0.7062079
65: COL,58: ACT,0.7264866
66: 1TH,58: ACT,0.7784698
67: 2TH,58: ACT,0.75944597
68: 1TI,58: ACT,0.7163739
69: 2TI,58: ACT,0.7447009
70: TIT,58: ACT,0.7370802
71: PHM,58: ACT,0.730522
72: HEB,58: ACT,0.6737563
73: JAS,58: ACT,0.65977657
74: 1PE,58: ACT,0.7011218
75: 2PE,58: ACT,0.7397003
76: 1JN,58: ACT,0.63100135
77: 2JN,58: ACT,0.7450827
78: 3JN,58: ACT,0.7431836
79: JUD,58: ACT,0.7486307
80: REV,58: ACT,0.5386801
0: GEN,59: ROM,0.41705698
1: EXO,59: ROM,0.35107496
2: LEV,59: ROM,0.49453473
3: NUM,59: ROM,0.5685751
4: DEU,59: ROM,0.42330864
5: JOS,59: ROM,0.4282804
6: JDG,59: ROM,0.41588083
7: RUT,59: ROM,0.65584016
8: 1SA,59: ROM,0.44007462
9: 2SA,59: ROM,0.43326414
10: 1KI,59: ROM,0.48275098
11: 2KI,59: ROM,0.4137744
12: 1CH,59: ROM,0.54675525
13: 2CH,59: ROM,0.5298822
14: EZR,59: ROM,0.68685144
15: NEH,59: ROM,0.57210124
16: EST,59: ROM,0.586787
17: JOB,59: ROM,0.4904967
18: PSA,59: ROM,0.5691103
19: PRO,59: ROM,0.51564974
20: ECC,59: ROM,0.6618971
21: SNG,59: ROM,0.6486315
22: ISA,59: ROM,0.42780563
23: JER,59: ROM,0.52287394
24: LAM,59: ROM,0.62724185
25: EZK,59: ROM,0.49942097
26: DAN,59: ROM,0.53147715
27: HOS,59: ROM,0.55897653
28: JOL,59: ROM,0.6216106
29: AMO,59: ROM,0.60429066
30: OBA,59: ROM,0.74749005
31: JON,59: ROM,0.73521197
32: MIC,59: ROM,0.62631893
33: NAM,59: ROM,0.67969024
34: HAB,59: ROM,0.6672592
35: ZEP,59: ROM,0.6476246
36: HAG,59: ROM,0.6979848
37: ZEC,59: ROM,0.5391315
38: MAL,59: ROM,0.7450922
54: MAT,59: ROM,0.6022429
55: MRK,59: ROM,0.56794024
56: LUK,59: ROM,0.69203305
57: JHN,59: ROM,0.56246144
58: ACT,59: ROM,0.55828524
59: ROM,59: ROM,1
60: 1CO,59: ROM,0.8235238
61: 2CO,59: ROM,0.9366641
62: GAL,59: ROM,0.9175328
63: EPH,59: ROM,0.9292754
64: PHP,59: ROM,0.92261416
65: COL,59: ROM,0.91064996
66: 1TH,59: ROM,0.8627262
67: 2TH,59: ROM,0.84453064
68: 1TI,59: ROM,0.8814264
69: 2TI,59: ROM,0.8678604
70: TIT,59: ROM,0.85545045
71: PHM,59: ROM,0.84953755
72: HEB,59: ROM,0.7439061
73: JAS,59: ROM,0.8041137
74: 1PE,59: ROM,0.9032764
75: 2PE,59: ROM,0.7989709
76: 1JN,59: ROM,0.73046726
77: 2JN,59: ROM,0.7829534
78: 3JN,59: ROM,0.806624
79: JUD,59: ROM,0.82841104
80: REV,59: ROM,0.36996585
0: GEN,60: 1CO,0.33601412
1: EXO,60: 1CO,0.47429743
2: LEV,60: 1CO,0.5003932
3: NUM,60: 1CO,0.55524343
4: DEU,60: 1CO,0.3919087
5: JOS,60: 1CO,0.39565504
6: JDG,60: 1CO,0.41392252
7: RUT,60: 1CO,0.63577586
8: 1SA,60: 1CO,0.36551386
9: 2SA,60: 1CO,0.48779562
10: 1KI,60: 1CO,0.43549764
11: 2KI,60: 1CO,0.42489898
12: 1CH,60: 1CO,0.4584935
13: 2CH,60: 1CO,0.4476232
14: EZR,60: 1CO,0.6456324
15: NEH,60: 1CO,0.5044554
16: EST,60: 1CO,0.6200798
17: JOB,60: 1CO,0.48009735
18: PSA,60: 1CO,0.42723987
19: PRO,60: 1CO,0.5428604
20: ECC,60: 1CO,0.6985036
21: SNG,60: 1CO,0.632451
22: ISA,60: 1CO,0.42001003
23: JER,60: 1CO,0.4573421
24: LAM,60: 1CO,0.53416497
25: EZK,60: 1CO,0.43480808
26: DAN,60: 1CO,0.48762384
27: HOS,60: 1CO,0.52585286
28: JOL,60: 1CO,0.55873317
29: AMO,60: 1CO,0.5504613
30: OBA,60: 1CO,0.7064269
31: JON,60: 1CO,0.6929818
32: MIC,60: 1CO,0.58091897
33: NAM,60: 1CO,0.6282494
34: HAB,60: 1CO,0.6029016
35: ZEP,60: 1CO,0.58380514
36: HAG,60: 1CO,0.6831509
37: ZEC,60: 1CO,0.48771042
38: MAL,60: 1CO,0.6634601
54: MAT,60: 1CO,0.67814565
55: MRK,60: 1CO,0.6944388
56: LUK,60: 1CO,0.7285905
57: JHN,60: 1CO,0.5909528
58: ACT,60: 1CO,0.5267107
59: ROM,60: 1CO,0.8235238
60: 1CO,60: 1CO,0.99999994
61: 2CO,60: 1CO,0.7862217
62: GAL,60: 1CO,0.8237126
63: EPH,60: 1CO,0.8350101
64: PHP,60: 1CO,0.8470461
65: COL,60: 1CO,0.8384826
66: 1TH,60: 1CO,0.83109576
67: 2TH,60: 1CO,0.8043152
68: 1TI,60: 1CO,0.85628724
69: 2TI,60: 1CO,0.82639396
70: TIT,60: 1CO,0.814538
71: PHM,60: 1CO,0.8134167
72: HEB,60: 1CO,0.657876
73: JAS,60: 1CO,0.7963634
74: 1PE,60: 1CO,0.83356667
75: 2PE,60: 1CO,0.7523491
76: 1JN,60: 1CO,0.7396272
77: 2JN,60: 1CO,0.76378244
78: 3JN,60: 1CO,0.7698881
79: JUD,60: 1CO,0.7881637
80: REV,60: 1CO,0.44038957
0: GEN,61: 2CO,0.46280515
1: EXO,61: 2CO,0.4058397
2: LEV,61: 2CO,0.51572657
3: NUM,61: 2CO,0.5699093
4: DEU,61: 2CO,0.5033087
5: JOS,61: 2CO,0.4440244
6: JDG,61: 2CO,0.38860977
7: RUT,61: 2CO,0.68885
8: 1SA,61: 2CO,0.5049229
9: 2SA,61: 2CO,0.49266738
10: 1KI,61: 2CO,0.5257784
11: 2KI,61: 2CO,0.44728667
12: 1CH,61: 2CO,0.5781346
13: 2CH,61: 2CO,0.5666659
14: EZR,61: 2CO,0.70893425
15: NEH,61: 2CO,0.58348256
16: EST,61: 2CO,0.61070895
17: JOB,61: 2CO,0.55879176
18: PSA,61: 2CO,0.6190471
19: PRO,61: 2CO,0.52881813
20: ECC,61: 2CO,0.73676664
21: SNG,61: 2CO,0.6832154
22: ISA,61: 2CO,0.5256564
